amount,tenure,score,group,target
520.46,9.0,-2.299,gamma,1023.25
154.19,32.4,26.069,beta,1406.11
489.73,5.0,25.877,alpha,1240.02
556.24,3.0,23.305,beta,1232.53
694.56,14.6,55.251,gamma,945.72
6680.561810074523,0.0,72.67,beta,1274.78
665.59,41.3,93.154,gamma,776.02
537.43,0.2,0.346,alpha,1242.07
,10.2,6.542,alpha,929.4
216.97,,54.883,beta,638.0
724.51,20.7,0.795,gamma,1148.31
739.2,4.3,30.784,gamma,1349.39
564.58,7.4,58.701,beta,898.35
799.14,3.3,75.86,alpha,1390.69
711.32,1.5,13.936,beta,586.01
636.73,16.8,63.478,alpha,700.8
317.74,13.5,61.046,alpha,963.32
846.29,30.3,,alpha,907.31
607.26,4.1,24.512,gamma,833.22
422.83,2.8,72.51,beta,1033.42
366.35,2.8,72.72,alpha,867.85
551.36,0.3,16.311,beta,910.26
165.79,12.6,58.327,gamma,1069.61
639.93,0.0,64.268,gamma,833.12
309.29,5.8,20.187,beta,973.5
574.12,7.3,39.698,alpha,838.62
395.68,8.4,37.936,beta,698.59
447.12,40.2,75.086,beta,1190.93
348.62,0.0,-9.924,gamma,1426.95
467.75,,45.113,beta,1266.14
877.88,15.8,10.277,gamma,1082.93
777.01,18.8,61.153,beta,839.62
570.9,23.2,64.841,beta,928.27
494.94,16.2,45.124,alpha,1264.26
668.84,4.2,49.623,beta,429.63
725.99,14.8,,alpha,909.18
334.04,22.5,24.465,beta,1183.53
484.51,18.8,71.963,gamma,715.43
135.61,1.6,4.49,beta,1105.85
724.62,3.1,74.865,beta,1094.25
913.0,2.0,62.051,gamma,636.42
516.02,22.8,87.292,alpha,1021.74
75.0,9.1,18.616,alpha,845.64
621.78,4.6,45.68,beta,1104.02
319.18,2.2,-5.711,beta,1167.45
,1.0,90.376,beta,1099.73
625.32,15.0,64.293,gamma,1018.15
550.91,1.1,58.516,beta,1072.22
402.38,10.4,70.596,beta,705.98
370.08,3.5,21.276,beta,992.31
,1.8,56.425,gamma,800.88
418.11,0.1,78.101,gamma,1257.88
278.15,5.4,-0.068,alpha,1170.81
433.49,6.5,95.47,alpha,1170.1
567.92,29.0,88.108,alpha,1428.37
464.38,5.4,,beta,917.51
217.3,1.9,78.918,beta,862.75
697.81,11.3,22.374,alpha,911.6
47.76,0.5,53.971,beta,599.44
410.73,,3.218,beta,619.1
375.96,,72.958,gamma,1155.28
529.64,15.8,6.9,beta,651.21
,29.8,85.351,beta,731.27
725.35,7.3,16.461,beta,974.57
357.52,21.3,7.645,alpha,896.94
617.32,7.8,-2.201,beta,1221.41
539.16,62.7,68.25,alpha,1015.12
157.69,9.1,10.482,alpha,800.38
880.11,10.3,11.743,beta,1242.91
212.24,8.9,8.667,beta,1182.2
583.9,11.7,23.637,beta,647.25
577.99,43.3,93.533,gamma,1063.07
555.13,1.7,43.528,alpha,821.23
401.08,2.3,18.697,gamma,814.64
665.45,8.8,8.743,beta,1467.38
187.93,9.2,-7.921,gamma,1031.07
486.83,5.4,30.149,gamma,945.62
387.23,1.6,2.107,gamma,1021.24
364.54,18.2,-7.029,beta,1218.56
6741.223226072162,3.4,1.328,beta,824.6
715.5,19.1,25.037,beta,867.29
431.35,53.0,72.595,gamma,1164.17
656.14,30.0,-2.632,alpha,620.9
509.95,2.7,64.654,gamma,1247.69
321.45,3.5,,gamma,598.71
